Date and Time Reported,City,Summary
11/30/2019 05:20,Lytham St Annes (UK/England),"15 stars moving quickly and silently over St Annes on Sea. ((NUFORC Note: ""Starlink"" satellites. PD))"
11/30/2019 00:05,Aylesbury (UK/England),"triangle shaped craft fly over, low down, smooth medium to fast, faster than a plane, lower than a plane, no sound, 3 almost lights rou"
11/29/2019 06:15,Derby (UK/England),white dots travelling in line
11/29/2019 06:13,Preston (UK/England),"Fast moving formation of bright lights. ((NUFORC Note: ""Starlink"" satellites? PD))"
11/28/2019 05:50,Pontypridd (UK/Wales),White dots in formation just appearing out of the sky in a straight line about 15/20 moving slow and steady. Could hear a low humming n
11/27/2019 05:40,Chichester (UK/England),"The stars moved in unison, without breaking formation. ((NUFORC Note: ""Starlink"" satellites? PD))"
11/27/2019 05:40,Chichester (UK/England),"I saw what looked like a Star constellation moving at speed in the night sky. ((""Starlink"" satellites??))"
10/30/2019 21:05,Castleford (UK/England),"Orange light flying low and fast silently over Airedale, Castleford UK. Approx 21:05 10/30/19"
10/24/2019 03:00,Bishopsteignton,2 light green and blue clashing together and a flashing white light before and after
09/16/2019 18:45,Stoke-on-Trent,Weird looking shape in the sky that disappeared suddenly
09/06/2019 23:30,Stirling,A blue/white point of light which would appear intermittently and turn in seemingly random directions moving extremely fast
08/29/2019 18:41,Brighton (UK/England),3 objects with white glow
08/08/2019 17:40,Barnes,Two orange orbs following each other moving in different directions ‘not straight lines’ the two orbs then merged together
08/03/2019 22:20,London,2 aircraft that seemed to have split into multiple
07/05/2019 22:40,Ipswich (UK/England),"Ball of light that looked like it was swirling around when zooming in closer (maybe pulsing), it glided along night sky, ((anonymous))"
06/28/2019 13:20,Alloa (UK/Scotland),Huge shiny rectangle flying over Scotland about the size of a footy pitch.
06/04/2019 16:20,Potters Bar,Thin wobbing disk traveling south east to north west
05/31/2019 01:00,Oxton,Alien abduction testing
05/29/2019 05:00,Liverpool,A shiny black orb that moved quickly through the sky.
05/21/2019 01:00,Par (UK/England),"triangular shaped object, with very bright white lights covering each wing"
05/15/2019 20:45,Nottingham (UK/England),"Red light, later pulsating. Grew larger in size and emitted red downward beam."
05/12/2019 05:45,Tideswell,Trail of lights over UK. ((NUFORC Note: Starlink satellites? PD))
04/21/2019 06:04,Falmouth (UK/England),((NUFORC Note: No detailed information provided by source of report. We have requested a more-detailed report. PD))
04/20/2019 21:40,"Smethwick, Birmingham Weymouth (UK/England)","White rounds dots, first thought it was a shooting star, then 5 more round lights passed in the same dir. ((Starlink satellites))"
04/13/2019 04:13,Alnwick (UK/England),"Initially I thought I was witnessing a fast-moving shooting-star, until it did an abrupt 180 degree turn. It was moving at crazy speeds"
04/05/2019 05:21,Plymouth (UK/England),Cigar shape craft crashing.
03/31/2019 21:45,Glastonbury (UK/England),Bright light it was NOT a aircraft and not sound.
03/26/2019 20:05,"Great Glen, Leicester",UFO moving across Sky (video evidence)
03/21/2019 17:26,Bridgwater,small house sized craft with green lights
03/12/2019 06:20,Keighley (UK/England),String of 38 white lights following each other in a perfect line at a measured distance apart. ((NUFORC Note: Satellites. PD))
02/25/2019 00:45,Paisley,Mysterious bright cylinder caught on cctv camera
02/12/2019 06:00,Bristol (UK/England),"Thought they were satellites but one kept appearing after another, perfect straight. ((NUFORC Note: Starlink satellites? PD))"
02/02/2019 21:50,Brompton (UK/England),Shape can not be seen but the lights six to eight lights in circle flashing colour changing some time lights through the middle then in
01/21/2019 06:00,Lakenheath (UK/England),"5+ red lights chased by helicopter, then aircraft scrambled from local RAF/USAF base"
01/20/2019 18:42,Alton (Hampshire)(UK/England),somewhat large particularly bright light that became two lights appeared to be stationary/not moving.
01/20/2019 11:13,Kirkcaldy (UK/Scotland),((NUFORC Note: No information provided by the source of the report. PD))
01/12/2019 06:00,Lincoln (UK/England),Looked like satellites moving across the sky but these were in formation. ((NUFORC Note: Spacelink satellites? PD))
01/12/2019 05:55,Bristol (UK/England),"we witnesses over 50 of the britest lights in a perfect line. ((NUFORC Note: ""Starlink"" satellites? PD))"
01/12/2019 05:55,Bristol (UK/England),5:55 today I was fishing with a mate on Bristol channel next to 7 bridge and we witnesses over 50 of the britest lights in a perfect li
01/10/2019 13:00,Keswick,Glowing orb flying at angles
01/02/2019 19:45,Doncaster (South Yorkshire)(UK/England),Stationary bright round UAP that quickly increased in light intensity. Then quickly went dark. A few seconds later it lit up again for
12/29/2018 20:20,M1 southbound near j8,Bright light appeared. We thought it was an aeroplane but because it was so bright and moved so fast we knew it couldn’t be.
12/24/2018 05:48,Stirling (UK/Scotland),I was out early morning on Christmas Eve i walked down to the fence of the Lade and i had turned back as the gate stopped me from going
12/20/2018 17:30,London (UK/England),Static green light dropped vertically changer to red held static again and dropped vertically agagain
12/18/2018 19:40,Oulton,Saucer with different colors and flashing at high speed
12/13/2018 17:00,Barnstaple (UK/England),Triangular shape in the sky with blue lights
12/12/2018 20:00,Westlea,The light flashed in the sky and dissapeared twice when walking the area with my dog I believe something hit as a field has a strange
12/11/2018 06:00,Ciliau Aeron,"A house-sized orb flying West then hovering, then East, sparks of molten metal."
11/26/2018 02:00,Buckie (UK/Scotland),((HOAX??)) Chased my aliens. ((anonymous report))
11/10/2018 18:45,Falkirk (UK/Scotland),"100% genuine photo, Scotland, UK. ((anonymous report)) ((NUFORC Note: No photo provided by witness, whom we cannot contact. PD))"
09/27/2018 23:00,Walsall (UK/England),Slowly moving round shaped light in clear sky suddenly dissappear very quickly
09/15/2018 20:50,,Fireball. Used torch to shine at it. It quickly disappeared. ((anonymous report))
08/25/2018 00:55,Bridgwater (UK/England),"An object had taken off from my garden, leaving a long vapour trail, rising diagonally in line with the trees."
08/23/2018 19:30,"Leeds, Ilkley (near) (UK/England)","I was on my bike going along on a moor looked up to the sky to see a bright light which was quite close, and was getting lower but not"
08/18/2018 23:59,Southport,5 or more ovoid shaped lights seemingly part of one huge craft that was totally silent and passed over my house.
08/18/2018 21:45,London (UK/England),3 white lights pyramid shaped in the sky in East London. ((anonymous report))
08/15/2018 00:00,Liverpool (UK/England),Black disc with red and yellow lights.
08/14/2018 15:00,Stoke on Trent (UK/England),Ball or egg-shaped object seen and photoed. ((anonymous report))
08/09/2018 07:10,Belfast (Northern Ireland),I was on my way to the shop. I looked up in the sky and seen a chrome looking oval/sphere. I stoppedon't and rubbed my eyes and look
08/09/2018 03:00,Middlesex,Diamond shape orb contacting me
08/06/2018 23:40,Lincolnshire,"Observed what thought was shooting star glow as enter atmosphere then split into 4, kept falling then all levelled off, flew out to sea"
07/25/2018 00:50,Middlesbrough (UK/England),Having a conversation with a mate on way to McDonalds near Middlesbrough FC stadium and look up whilst sighing at the chat and notice a
07/24/2018 20:05,Newport (UK/England),Pill-shaped craft with red light/gleam on it. ((anonymous report))
07/19/2018 01:00,London (UK/England),Round object abruptly changes Direction and colour.
07/17/2018 13:53,Glasgow/blantyre,Strange object in photo
07/08/2018 04:25,High Wycombe (UK/England),Inexsplicable ufo as using some sort of missile near Heatrow flightpaths.
06/30/2018 21:00,Gibraltar (UK; Spain),It was 9 PM looked at the sky and I sow a UFO flying slowly. ((anonymous report))
06/26/2018 16:05,Boston (UK/England),"Reflecting, metallic like, circle object sighting."
06/03/2018 14:42,Swindon (UK/England),((NUFORC Note: Witness provides no information. PD))
05/26/2018 16:00,London (UK/England),I've seen some strange things of lately. I took photos and filmed some on my phone. Two sun's.? Moon / bright light that looks like the
05/26/2018 14:00,Wallop,"White stationary, noiseless orb on a clear early summer's afternoon"
05/23/2018 14:50,Sheffield (UK/England),Black triangle captured in flyit
05/20/2018 18:18,Glasgow (UK/Scotland),Photograph of two triangular objects in the frame behind an RAF plane.
05/19/2018 22:30,Spital (UK/England),Three red spheres.
05/05/2018 23:30,Hailsham (UK/England),Large illuminous jellyfish.
04/28/2018 23:45,Ipswich (UK/England),Last night I had a similar event that I had on On the 04/04/2017. The weather was raining and I sleep with a small bedroom window op
04/20/2018 18:00,Kent (UK/England),Bronze sphere UFO.
04/19/2018 22:30,Thornbury,Lights in a line moving forwards disappearing reappearing backwards moving forwards and disappearing multiple times also turned
04/15/2018 22:19,Tenterden (Canada),the third aircraft appeared to slow down change direction to investigate speeding flame tail. ((anonymous report))
02/26/2018 12:37,Swanage (UK/England),MADAR Node 117
02/09/2018 19:00,Newport (UK/Wales),This is the same person who keeps seeing the orange dots in Wales. I have been trying to make contact. ((anonymous report))
01/20/2018 20:00,Barrow-in-Furness (UK/England),"3 green lights in a triangular formation, very large moved east for a number of miles then stopped, then moved W. ((anonymous report))"
01/06/2018 05:45,Lancaster (UK/England),Strange static object in a shape of unknow aircraft with 2 lights visible 1 white luminating second smaller red luminating much faster
01/06/2018 03:00,Bristol,I saw a flying object in the sky and it had a really bright light source and a bright beam coming out of it!
01/03/2018 00:10,Spalding (UK/England),A red triangular-shape appeared out of nowhere in the sky. ((anonymous report))
01/01/2018 17:00,Bristol (UK/England),A light in the sky that got bigger and brighter without any movement. ((NUFORC Note: Possible Iridium flare?? PD))
12/09/2017 22:30,Beer (UK/England),Numerous round orange lights in a almost big dipper configeration seen by two people.
11/18/2017 15:45,Bournemouth (UK/England),Green UFO started as orb
11/16/2017 21:04,Camborne Cornwall (UK/England),Flashing red saucer moving in every direction at incredible acceleration shot up dissapeared into atmosphere ((anonymous report))
11/15/2017 18:00,Mortimer (UK/England),"A cluster of lights over Berkshire, England!"
11/06/2017 19:45,Acol (UK/England),"Pulsing/flashing light. Not aircraft I know. ((NUFORC Note: Possible ""twinkling"" star?? PD))"
10/29/2017 20:00,UK/England,At approx. 8pm moon was behind clouds and a large dark square shaped object was behind the clouds. ((anonymous report))
10/11/2017 20:00,UK/Wales,I keep seeing orange sphere lights in the sky every night I star gaze. ((anonymous report))
